HOSTID,HOSTNAME,DOMAINNAME,FQDN,FQDNDYNAMIC,DESCRIPTION,HOSTTYPE,MANAGEDBY,CPU,MEM,SCOMOS,VIRTUALOS,MANUALOS,VERSION,ARCH,DTAP,CONTRACT,CUSTOMER,STATE,CIMAPPING,HWHOST,HWSERIAL,LOCATION,PATCHINGTOOL,BACKUPTOOL,MONITORINGTOOL,ANTIVIRUSTOOL,INSCCM,HIROAUTOMATIONENABLED,CREATIONDATE
"23695","AIRSBEIS0206","emea.group.atlascopco.com","AIRSBEIS0206.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:05"
"25436","AIRSBEIS0207","emea.group.atlascopco.com","AIRSBEIS0207.emea.group.atlascopco.com","AIRSBEIS0207.emea.group.atlascopco.com","Citrix machine - XenApp DCM - PVS1","Vmachine with HW Failover","AHS","2","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp507.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","08/05/2018 12:22:42"
"25437","AIRSBEIS0208","emea.group.atlascopco.com","AIRSBEIS0208.emea.group.atlascopco.com","AIRSBEIS0208.emea.group.atlascopco.com","Citrix machine - XenApp DCM - PVS2","Vmachine with HW Failover","AHS","2","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp508.acomgt.local","FCH21487K57","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","08/05/2018 12:23:56"
"25439","AIRSBEIS0209","emea.group.atlascopco.com","AIRSBEIS0209.emea.group.atlascopco.com","airsbeis0209.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp513.acomgt.local","FCH21507M84","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","True","08/05/2018 13:31:33"
"25441","AIRSBEIS0210","emea.group.atlascopco.com","AIRSBEIS0210.emea.group.atlascopco.com","airsbeis0210.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp505.acomgt.local","V62CK5216001","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","False","08/05/2018 14:06:26"
"25442","AIRSBEIS0211","emea.group.atlascopco.com","AIRSBEIS0211.emea.group.atlascopco.com","airsbeis0211.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp506.acomgt.local","V62CK5216001","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","True","08/05/2018 14:07:06"
"25443","AIRSBEIS0212","emea.group.atlascopco.com","AIRSBEIS0212.emea.group.atlascopco.com","airsbeis0212.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp505.acomgt.local","V62CK5216001","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","False","08/05/2018 14:08:03"
"25444","AIRSBEIS0213","emea.group.atlascopco.com","AIRSBEIS0213.emea.group.atlascopco.com","airsbeis0213.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp511.acomgt.local","FCH21487JQZ","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","True","08/05/2018 14:08:52"
"25445","AIRSBEIS0214","emea.group.atlascopco.com","AIRSBEIS0214.emea.group.atlascopco.com","","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","True","08/05/2018 14:09:14"
"25446","AIRSBEIS0215","emea.group.atlascopco.com","AIRSBEIS0215.emea.group.atlascopco.com","","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","False","08/05/2018 14:09:48"
"25447","AIRSBEIS0216","emea.group.atlascopco.com","AIRSBEIS0216.emea.group.atlascopco.com","","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Avamar","SCOM","Symantec Endpoint Protection (SEP)","","False","08/05/2018 14:10:05"
"25448","AIRSBEIS0217","emea.group.atlascopco.com","AIRSBEIS0217.emea.group.atlascopco.com","","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Avamar","SCOM","Symantec Endpoint Protection (SEP)","","False","08/05/2018 14:10:43"
"25449","AIRSBEIS0218","emea.group.atlascopco.com","AIRSBEIS0218.emea.group.atlascopco.com","airsbeis0218.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp507.acomgt.local","V62CK5216001","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","False","08/05/2018 14:11:07"
"25450","AIRSBEIS0219","emea.group.atlascopco.com","AIRSBEIS0219.emea.group.atlascopco.com","airsbeis0219.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp504.acomgt.local","V62CK5216001","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","True","08/05/2018 14:11:35"
"25451","AIRSBEIS0220","emea.group.atlascopco.com","AIRSBEIS0220.emea.group.atlascopco.com","airsbeis0220.emea.group.atlascopco.com","Citrix XenApp DCM Worker","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp509.acomgt.local","FCH21507L9D","Atos - DC Huizingen","Citrix-Engineer","Avamar","SCOM","MS Defender – ATP – Atos Managed","","True","08/05/2018 14:11:58"
"25452","AIRSBEIS0221","emea.group.atlascopco.com","AIRSBEIS0221.emea.group.atlascopco.com","","Citrix XenApp DCM Worker - Atos Test machine for Imagetesting / Normally Power Off / No monitoring is needed","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2008 R2 Standard ","","Windows 2008 R2 Standard","SP0","x64","A","Atlas DCCOP EMEA","Atlas Copco","Down frozen copy","3","","","Atos - DC Mechelen","Citrix-Engineer","Avamar","Monitoring Exception: Test System for Images","McAfee","","True","08/05/2018 14:12:22"
"32661","AIRSBEIS0222","emea.group.atlascopco.com","AIRSBEIS0222.emea.group.atlascopco.com","","Citrix XenApp DCM Worker - Atos Test machine for Imagetesting / Normally Power Off / No monitoring is needed","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2008 R2 Standard ","","Windows 2008 R2 Standard","SP0","x64","A","Atlas DCCOP EMEA","Atlas Copco","Down frozen copy","3","","","Atos - DC Mechelen","Citrix-Engineer","Avamar","Monitoring Exception: Test System for Images","McAfee","","False","18/06/2019 10:48:29"
"5792","AIRSBEIS4001","emea.group.atlascopco.com","AIRSBEIS4001.emea.group.atlascopco.com","AIRSBEIS4001.emea.group.atlascopco.com","Webfarm AIB","Vmachine with HW Failover","AHS","1","2048","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP1","x64","S","Atlas Speed","Atlas Copco","Up","2","eacoemeccmp009.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"7585","AIRSBEIS4003","emea.group.atlascopco.com","AIRSBEIS4003.emea.group.atlascopco.com","AIRSBEIS4003.emea.group.atlascopco.com","Webfarm ","Vmachine with HW Failover","AHS","1","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP1","x64","P","Atlas AIB","Atlas Copco","Up","1","eacoehuicmp511.acomgt.local","FCH21487JQZ","Atos - DC Huizingen","SCCM","Avamar","SCOM","McAfee","True","True","01/12/2017 00:00:00"
"7586","AIRSBEIS4004","emea.group.atlascopco.com","AIRSBEIS4004.emea.group.atlascopco.com","AIRSBEIS4004.emea.group.atlascopco.com","Webfarm ","Vmachine with HW Failover","AHS","1","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP1","x64","P","Atlas AIB","Atlas Copco","Up","1","eacoehuicmp510.acomgt.local","FCH21487K3C","Atos - DC Huizingen","SCCM","Avamar","SCOM","McAfee","True","True","01/12/2017 00:00:00"
"23696","AIRSBEISCH0001","emea.group.atlascopco.com","AIRSBEISCH0001.emea.group.atlascopco.com","airsbeisch0001.emea.group.atlascopco.com","Type: Infrastructure Server for Issuing CA EMEA domain","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0071.emea.group.atlascopco.com","J3137E0","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:18:06"
"24463","AIRSBELN0003","emea.group.atlascopco.com","AIRSBELN0003.emea.group.atlascopco.com","","DOMINO HOTEL - Lotus Domino Application Server 2/2 (AIA10)","Hardware Machine","AHS","12","36864","","","Windows 2003 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBELN0003","CZC9521Z52","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","30/10/2017 10:52:16"
"29839","AIRSBELN0004","emea.group.atlascopco.com","AIRSBELN0004.emea.group.atlascopco.com","AIRSBELN0004.emea.group.atlascopco.com","DOMINO HOTEL - Lotus Domino Application Server 2/2 (AIA10)","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph520.atos.vi.lan","XAN-S18-02817 / Master XAN-LX7-02817","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","17/07/2018 08:03:53"
"23697","AIRSBELN0009","","AIRSBELN0009","","DOMINO HOTEL - Lotus Notes / Domino Server","Vmachine with HW Failover","AHS","1","4096","","","Windows 2012 R2 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","","","","","","","False","13/10/2017 08:18:06"
"23698","AIRSBELN0010","emea.group.atlascopco.com","AIRSBELN0010.emea.group.atlascopco.com","","DOMINO - IBM Lotus Domino Server","Vmachine with HW Failover","AHS","2","4096","","","Windows 2012 R2 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:07"
"24459","AIRSBELN0011","emea.group.atlascopco.com","AIRSBELN0011.emea.group.atlascopco.com","","IBM Lotus Domino Server","Vmachine with HW Failover","AHS","8","32768","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","dataprotector","SCOM","McAfee","True","True","30/10/2017 10:52:14"
"25002","AIRSBELNP10001","ACDMZPRD.local","AIRSBELNP10001.ACDMZPRD.local","","Lotus Notes Web Server Onli","Vmachine with HW Failover","AHS","1","4096","","","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","False","31/01/2018 11:08:48"
"23699","AIRSBEPS0003","emea.group.atlascopco.com","AIRSBEPS0003.emea.group.atlascopco.com","AIRSBEPS0003.emea.group.atlascopco.com","PRINTING - Print Server Standard Printers","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp005.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:18:07"
"23700","AIRSBEPS0004","emea.group.atlascopco.com","AIRSBEPS0004.emea.group.atlascopco.com","AIRSBEPS0004.emea.group.atlascopco.com","PRINTING - Print Server Non Standard printers","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp001.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:18:08"
"31999","AIRSBERDP001","emea.group.atlascopco.com","AIRSBERDP001.emea.group.atlascopco.com","AIRSBERDP001.emea.group.atlascopco.com","SSIS Deployment Server","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows 10 Enterprise","Microsoft Windows 10 (64-bit)","Windows 10","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemecmgt003.acomgt.local","FCH20427LD6","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","04/04/2019 14:30:34"
"32000","AIRSBERDP002","atlascopco.group","AIRSBERDP002.atlascopco.group","AIRSBERDP002.atlascopco.group","SSIS Deployment Server","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows 10 Enterprise","Microsoft Windows 10 (64-bit)","Windows 10","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp009.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","False","04/04/2019 14:30:34"
"23701","AIRSBETS0001","emea.group.atlascopco.com","AIRSBETS0001.emea.group.atlascopco.com","AIRSBETS0001.emea.group.atlascopco.com","STEPSTONE - Terminal Server for DMZ access (Stepstone)","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0073.emea.group.atlascopco.com","J3137E3","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:18:08"
"24562","AIRSBEVM0028","","AIRSBEVM0028","","VMWARE - ESX VMWARE Server Node 1/6","Hardware Machine","AHS","24","131072","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0028","CZ2041GCC2","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:51"
"24563","AIRSBEVM0029","","AIRSBEVM0029","","VMWARE - ESX VMWARE Server Node 2/6","Hardware Machine","AHS","24","131072","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0029","CZ2041GCBY","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:51"
"24564","AIRSBEVM0030","","AIRSBEVM0030","","VMWARE - ESX VMWARE Server Node 3/6","Hardware Machine","AHS","24","131072","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0030","CZ2041GCC0","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:52"
"24565","AIRSBEVM0031","","AIRSBEVM0031","","VMWARE - ESX VMWARE Server Node 4/6","Hardware Machine","AHS","24","131072","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0031","CZ2041GCBX","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:52"
"24566","AIRSBEVM0032","","AIRSBEVM0032","","VMWARE - ESX VMWARE Server Node 5/6","Hardware Machine","AHS","24","139264","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0032","CZ2129094H","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:53"
"24567","AIRSBEVM0033","","AIRSBEVM0033","","VMWARE - ESX VMWARE Server Node 6/6","Hardware Machine","AHS","24","131072","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0033","CZ2041GCBZ","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:53"
"24568","AIRSBEVM0034","","AIRSBEVM0034","","VMWARE - ESX Host","Hardware Machine","AHS","24","131072","","","ESXi 4","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0034","CZ31068LB4","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:53"
"24569","AIRSBEVM0050","","AIRSBEVM0050","","VMWARE - ESXi 5 for virtual PC hosting","Hardware Machine","AHS","6","30720","","","ESXi 5","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEVM0050","CZ213902ZJ","Atlas Copco - Wilrijk","Patching Exception: Vmware Update Manager","Backup exception: Not Needed on ESX Host ","Monitoring Exception: Vcenter used","Antivirus Exception: Not Needed on ESX Host ","","False","30/10/2017 10:58:54"
